License Number,Business Name,DBA/Trade Name,business_id,Business Category,License Type,License Status,Initial Issuance Date,Expiration Date,license_city,license_state,license_zip,complaint_id,created_date,closed_date,complaint_type,descriptor,incident_address,incident_zip,complaint_address_type,status,resolution_description,complaint_count,eviction_count
1185880-DCA,SPRINT SPECTRUM L.P.,Sprint,BA-1517137-2022,Electronics Store,Premises,Expired,12/06/2004,12/31/2022,NEW YORK,NY,10010,64396365,2025-03-18T17:20:46.000,2025-03-19T10:32:22.000,Consumer Complaint,Cell Phone Store,175 5 AVENUE,10010,ADDRESS,Closed,The Department of Consumer and Worker Protection (DCWP) determined this issue isn't within its jurisdiction.  You should contact the Federal Communications Commission. Call (888) 225-5322 or visit fcc.gov.,4,0
0693530-DCA,"VALDES, LUIS",,BA-1517345-2022,Garage & Parking Lot,Premises,Active,03/24/1997,03/31/2027,NEW YORK,NY,10034,64222433,2025-02-28T04:37:45.000,2025-03-03T07:50:26.000,Rodent,Rat Sighting,584 ACADEMY STREET,10034,ADDRESS,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,4,2
1178112-DCA,"WILLIAMSBURG PHARMACY AND SURGICAL SUPPLY, INC.",,BA-1517354-2022,Dealer In Products For The Disabled,Premises,Active,08/25/2004,03/15/2027,BROOKLYN,NY,11211,64427480,2025-03-21T11:59:01.000,2025-03-21T14:16:00.000,Illegal Parking,Blocked Hydrant,244 ROEBLING STREET,11211,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,3,0
2100917-DCA,Soft Construction Technology LLC,,BA-1518170-2022,Home Improvement Contractor,Premises,Expired,08/18/2021,02/28/2023,NEW YORK,NY,10034,,,,,,,,,,,0,1
2110253-DCA,YENOM ENTERPRISE LLC,,BA-1518348-2022,Home Improvement Contractor,Premises,Failed to Renew,12/15/2022,02/28/2025,BRONX,NY,10475,,,,,,,,,,,0,1
1353997-DCA,"SHAYONA 1301 NEWS, INC",,BA-1518361-2022,Tobacco Retail Dealer,Premises,Active,05/12/2010,12/31/2025,NEW YORK,NY,10019,64413482,2025-03-20T17:33:11.000,2025-03-20T19:18:18.000,Illegal Parking,Posted Parking Sign Violation,1301 6 AVENUE,10019,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,3,0
2083816-DCA,RENO DESIGN INC,,BA-1518363-2022,Home Improvement Contractor,Premises,Failed to Renew,03/28/2019,02/28/2025,NEW YORK,NY,10069,,,,,,,,,,,0,1
1341438-DCA,WILLIAM MARTE,KSY MINI MARKET,BA-1518364-2022,Tobacco Retail Dealer,Premises,Expired,12/23/2009,12/31/2022,NEW YORK,NY,10025,64519971,2025-03-31T16:49:38.000,2025-03-31T17:32:55.000,Abandoned Vehicle,With License Plate,996 AMSTERDAM AVENUE,10025,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,5,0
1070442-DCA,RIVER YORK STRATFORD LLC,,BA-1518457-2022,Garage & Parking Lot,Premises,Active,12/29/2000,03/31/2027,NEW YORK,NY,10021,64200512,2025-02-26T16:24:59.000,2025-02-26T22:01:41.000,Blocked Driveway,No Access,1385 YORK AVENUE,10021,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,3,1
2044179-DCA,UPPER MANHATTAN PHARMA INC.,UPPER MANHATTAN PHARMACY,BA-1518521-2022,Dealer In Products For The Disabled,Premises,Active,09/27/2016,03/15/2027,NEW YORK,NY,10031,64623854,2025-04-11T11:32:26.000,,DOOR/WINDOW,DOOR,1728 AMSTERDAM AVENUE,10031,ADDRESS,Open,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,3,1
1451283-DCA,UNION AVE. OPERATING LLC,,BA-1518885-2022,Garage & Parking Lot,Premises,Expired,11/30/2012,03/31/2023,BROOKLYN,NY,11211,64449230,2025-03-24T08:41:39.000,2025-04-04T11:15:17.000,Street Condition,Line/Marking - After Repaving,568 UNION AVENUE,11211,ADDRESS,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2,1
2094732-DCA,SKY CASTLES CONSTRUCTION LLC,,BA-1518898-2022,Home Improvement Contractor,Premises,Expired,02/24/2020,02/28/2023,BROOKLYN,NY,11207,64458953,2025-03-25T13:48:33.000,2025-03-25T13:48:33.000,Elevator,Elevator - Multiple Devices On Property,481 WILLIAMS AVENUE,11207,ADDRESS,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,1,3
2097062-DCA,SEGUNDO C. SILVA SERRANO,Cesar Silva Home Improvements,BA-1518991-2022,Home Improvement Contractor,Premises,Expired,11/30/2020,02/28/2023,BRONX,NY,10472,,,,,,,,,,,0,2
1214241-DCA,"THE ELECTRONIC MALL OF THE BRONX, INC.",,BA-1519162-2022,Secondhand Dealer - General,Premises,Ready for Renewal,11/09/2005,07/31/2025,BRONX,NY,10458,64270087,2025-03-06T14:56:04.000,2025-03-10T14:17:59.000,Illegal Dumping,Chronic Dumping,390 EAST FORDHAM ROAD,10458,ADDRESS,Closed,The Department of Sanitation periodically conducted surveillance at the location and during those times no violations were observed.,5,0
2100369-DCA,VANTAGE LEGAL SERVICES LLC,,BA-1519348-2022,Process Serving Agency,Premises,Active,07/26/2021,02/28/2026,BROOKLYN,NY,11201,64386630,2025-03-17T14:13:24.000,2025-03-17T15:11:23.000,Illegal Parking,Blocked Crosswalk,155 WATER STREET,11201,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,3,0
1193604-DCA,"REHAN & AMINA DRUG, CORP.",SAM'S DRUGS,BA-1520777-2022,Dealer In Products For The Disabled,Premises,Active,04/14/2005,03/15/2027,BROOKLYN,NY,11221,64194274,2025-02-26T16:09:25.000,,Graffiti,Graffiti,1367 BROADWAY,11221,ADDRESS,Open,The graffiti on this property has been scheduled to be removed by the City.,6,0
2013162-DCA,T-MOBILE NORTHEAST LLC,T-Mobile 4110,BA-1521411-2022,Electronics Store,Premises,Active,09/10/2014,12/31/2026,NEW YORK,NY,10007,64263707,2025-03-05T11:37:12.000,2025-03-05T12:00:23.000,Vendor Enforcement,Food Vendor,233 BROADWAY,10279,ADDRESS,Closed,,10,0
2104961-DCA,S & A SEWING MACHINES AND SUPPLIES LLC,,BA-1521412-2022,Secondhand Dealer - General,Premises,Ready for Renewal,04/01/2022,07/31/2025,NEW YORK,NY,10001,64280717,2025-03-07T10:57:17.000,2025-03-07T13:11:11.000,Illegal Parking,Posted Parking Sign Violation,327 WEST   36 STREET,10018,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,3,0
2092450-DCA,VANCITY PARKING INC,,BA-1522265-2022,Garage & Parking Lot,Premises,Active,11/22/2019,03/31/2027,NEW YORK,NY,10021,64469343,2025-03-26T11:44:03.000,2025-03-26T15:23:00.000,Building Drinking Water Tank,Unsanitary Condition,355 EAST   72 STREET,10021,ADDRESS,Closed,The Department of Health and Mental Hygiene investigated the complaint and did not find any Health Code violations or health hazards. No further action is necessary.,3,0
2100856-DCA,T-MOBILE NORTHEAST LLC,,BA-1523180-2022,Electronic & Home Appliance Service Dealer,Premises,Expired,08/17/2021,06/30/2024,NEW YORK,NY,10010,64396365,2025-03-18T17:20:46.000,2025-03-19T10:32:22.000,Consumer Complaint,Cell Phone Store,175 5 AVENUE,10010,ADDRESS,Closed,The Department of Consumer and Worker Protection (DCWP) determined this issue isn't within its jurisdiction.  You should contact the Federal Communications Commission. Call (888) 225-5322 or visit fcc.gov.,4,0
1251577-DCA,XCELENT CONTRACTOR CORP.,,BA-1523221-2022,Home Improvement Contractor,Premises,Active,04/06/2007,02/28/2027,BROOKLYN,NY,11217,,,,,,,,,,,0,1
1339922-DCA,RENNIE INC.,,BA-1523364-2022,Home Improvement Contractor,Premises,Active,12/02/2009,02/28/2027,BROOKLYN,NY,11220,64464957,2025-03-25T08:17:57.000,2025-03-25T13:57:55.000,Illegal Parking,Blocked Hydrant,179 BAY RIDGE AVENUE,11220,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,3,0
1018977-DCA,S.D. BARRON LLC,,BA-1523892-2022,Garage & Parking Lot,Premises,Active,09/09/1999,03/31/2027,MANHATTAN,NY,10003,64436767,2025-03-22T10:14:03.000,,Food Poisoning,1 or 2,85 4 AVENUE,10003,ADDRESS,In Progress,,4,0
2096698-DCA,WM Building Services LLC,,BA-1523913-2022,Home Improvement Contractor,Premises,Expired,10/20/2020,02/28/2023,WHITE PLAINS,NY,10601,,,,,,,,,,,0,5
2099896-DCA,WATCHFINDER NORTH AMERICA INC,,BA-1523982-2022,Secondhand Dealer - General,Premises,Ready for Renewal,07/06/2021,07/31/2025,NEW YORK,NY,10001,64445573,2025-03-24T17:13:14.000,2025-03-25T14:12:53.000,Lost Property,Electronics/Phones,20 HUDSON YARDS,10001,ADDRESS,Closed,See notes for information.,5,0
1204238-DCA,SHARDA OFFICE SUPPLIES INC.,,BA-1524201-2022,Tobacco Retail Dealer,Premises,Active,07/20/2005,12/31/2026,BROOKLYN,NY,11242,64512848,2025-03-31T09:07:11.000,,Homeless Person Assistance,,26 COURT STREET,11242,ADDRESS,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,1,2
2066958-DCA,WIRELESS VISION LLC,,BA-1524228-2022,Electronics Store,Premises,Active,02/27/2018,12/31/2026,NEW YORK,NY,10016,64557976,2025-04-04T09:19:27.000,2025-04-06T14:02:32.000,HEAT/HOT WATER,ENTIRE BUILDING,407 3 AVENUE,10016,ADDRESS,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",4,0
1159080-DCA,SPORTS MUSIC INC.,,BA-1524386-2022,Electronics Store,Premises,Expired,01/22/2004,12/31/2024,BRONX,NY,10453,64189997,2025-02-25T18:24:12.000,2025-03-07T16:25:55.000,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,2128 JEROME AVENUE,10453,ADDRESS,Closed,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",9,0
1180419-DCA,"RENT-A-CENTER EAST, INC.",RENT-A-CENTER STORE #1318,BA-1524544-2022,Secondhand Dealer - General,Premises,Ready for Renewal,09/17/2004,07/31/2025,BRONX,NY,10462,,,,,,,,,,,0,9
1316367-DCA,"RUSHMORE RECOVERIES II, LLC",,BA-1524557-2022,Debt Collection Agency,Premises,Expired,04/30/2009,01/31/2023,NEW YORK,NY,10006,64202938,2025-02-26T07:54:27.000,2025-02-26T07:58:23.000,Vendor Enforcement,Non-Food Vendor,39 BROADWAY,10006,ADDRESS,Closed,,46,1
2105553-DCA,RGC NY INC,,BA-1524845-2022,Home Improvement Contractor,Premises,Active,04/26/2022,02/28/2027,BRONX,NY,10472,,,,,,,,,,,0,4
1171516-DCA,VARLEY CORP.,,BA-1524874-2022,Tobacco Retail Dealer,Premises,Active,09/27/2005,12/31/2026,NEW YORK,NY,10012,64477267,2025-03-27T11:42:40.000,2025-03-27T12:16:33.000,Noise - Street/Sidewalk,Loud Talking,584 BROADWAY,10012,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,1,1
2099787-DCA,RFF CONSTRUCTION INC,,BA-1525163-2022,Home Improvement Contractor,Premises,Expired,06/29/2021,02/28/2023,BROOKLYN,NY,11219,,,,,,,,,,,0,1
1170318-DCA,"TURNBULL, RUSTEN",,BA-1525322-2022,Home Improvement Contractor,Premises,Failed to Renew,06/10/2004,02/28/2025,BRONX,NY,10467,64625531,2025-04-11T16:52:05.000,2025-04-12T09:16:14.000,Illegal Parking,Blocked Crosswalk,3534 BRONX BOULEVARD,10467,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,4,2
2074519-1-DCA,WOODRUFF FINEST GROCERY CORP,,BA-1525686-2022,Electronic Cigarette Dealer,Premises,Active,06/26/2018,11/30/2025,BROOKLYN,NY,11226,64256945,2025-03-04T17:44:58.000,2025-03-04T20:00:26.000,Noise - Street/Sidewalk,Loud Talking,180 WOODRUFF AVENUE,11226,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,26,0
1459215-DCA,"WIRELESS ADVOCATES, LLC",,BA-1525758-2022,Electronics Store,Premises,Expired,03/06/2013,12/31/2024,NEW YORK,NY,10035,64237147,2025-03-02T16:10:20.000,2025-03-02T16:34:45.000,Illegal Parking,Double Parked Blocking Vehicle,517 EAST  117 STREET,10035,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,8,0
0925778-DCA,"WURSTER, KIMBERLEY",WHITE TRASH,BA-1525760-2022,Secondhand Dealer - General,Premises,Ready for Renewal,06/30/2003,07/31/2025,NEW YORK,NY,10003,64193666,2025-02-25T15:12:01.000,2025-02-25T17:15:59.000,Traffic,Congestion/Gridlock,304 EAST    5 STREET,11218,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,4,0
2100716-DCA,UNIVERSAL CONSTRUCTION USA INC,,BA-1525989-2022,Home Improvement Contractor,Premises,Active,08/09/2021,02/28/2027,BROOKLYN,NY,11219,64646334,2025-04-14T17:03:38.000,2025-04-14T18:39:51.000,Blocked Driveway,No Access,989 56 STREET,11219,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,3,0
1092232-DCA,WEST END SUPER CORP.,,BA-1526003-2022,Tobacco Retail Dealer,Premises,Expired,08/27/2001,12/31/2024,NEW YORK,NY,10023,64328039,2025-03-11T11:30:19.000,2025-03-13T12:27:17.000,PLUMBING,WATER SUPPLY,110 WEST END AVENUE,10023,ADDRESS,Closed,"HPD attempted to conduct an inspection in response to this complaint, but was unable to complete the inspection. Please submit a new service request with 311 if the condition still exists. For more information on the reason why HPD was unable to inspect, contact HPD at the Tenant Information Messaging Service at 212-863-4951.",1,1
2057441-DCA,UNLIMIT YOURSELF WIRELESS 6 INC,,BA-1526030-2022,Electronics Store,Premises,Expired,08/24/2017,12/31/2022,BROOKLYN,NY,11215,64300065,2025-03-09T20:07:51.000,2025-04-14T02:22:23.000,Graffiti,Graffiti,475 5 AVENUE,11215,ADDRESS,Closed,,3,0
2105807-DCA,SNB WIRELESS CORP,,BA-1526427-2022,Electronics Store,Premises,Expired,05/06/2022,12/31/2022,BROOKLYN,NY,11224,,,,,,,,,,,0,1
2079556-DCA,SEGUNDO C.H. CONSTRUCTION INC.,,BA-1526455-2022,Home Improvement Contractor,Premises,Active,10/30/2018,02/28/2027,BRONX,NY,10472,,,,,,,,,,,0,1
2077757-DCA,ROGAR LLC,,BA-1527095-2022,Garage & Parking Lot,Premises,Active,08/31/2018,03/31/2027,NEW YORK,NY,10007,64220961,2025-02-28T13:25:17.000,2025-03-03T00:00:00.000,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,280 BROADWAY,10007,ADDRESS,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",5,0
1293491-DCA,S & P MINI MARKET CORP.,,BA-1527458-2022,Tobacco Retail Dealer,Premises,Active,07/24/2008,12/31/2025,BRONX,NY,10456,64461711,2025-03-25T14:35:48.000,2025-03-27T04:55:29.000,Obstruction,Cone,270 EAST  165 STREET,10456,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,4,0
2013159-DCA,T-MOBILE NORTHEAST LLC,T-Mobile 4110,BA-1527480-2022,Electronics Store,Premises,Surrendered,09/10/2014,12/31/2022,BROOKLYN,NY,11234,64294514,2025-03-08T16:49:51.000,2025-03-08T19:49:16.000,Illegal Parking,Double Parked Blocking Traffic,5100 KINGS PLAZA,11234,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,7,2
2073041-1-DCA,SOHO FINEST MARKET CORP.,,BA-1527502-2022,Electronic Cigarette Dealer,Premises,Active,06/11/2018,11/30/2025,NEW YORK,NY,10013,64274420,2025-03-06T09:37:20.000,2025-03-08T13:19:41.000,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,17 THOMPSON STREET,10013,ADDRESS,Closed,The Department of Sanitation collected the requested items.,8,0
2096076-DCA,VSM NY Holdings LLC,Fairway,BA-1527531-2022,Stoop Line Stand,Premises,Active,07/28/2020,03/31/2026,NEW YORK,NY,10023,64345872,2025-03-13T10:01:46.000,2025-03-14T14:36:56.000,Obstruction,Trash or Recycling,2131 BROADWAY,10023,ADDRESS,Closed,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,8,0
1052032-DCA,"VILLEGAS, MORALES S",SPANISH-AMERICAN GROCERY,BA-1527884-2022,Tobacco Retail Dealer,Premises,Active,12/05/2000,12/31/2026,BRONX,NY,10467,64524059,2025-04-01T09:24:24.000,2025-04-04T19:34:58.000,PLUMBING,BASIN/SINK,655 BURKE AVENUE,10467,ADDRESS,Closed,"HPD attempted to conduct an inspection in response to this complaint, but was unable to complete the inspection. Please submit a new service request with 311 if the condition still exists. For more information on the reason why HPD was unable to inspect, contact HPD at the Tenant Information Messaging Service at 212-863-4951.",20,11
2019670-DCA,T-MOBILE NORTHEAST LLC,T-Mobile 4110,BA-1528006-2022,Electronics Store,Premises,Active,03/18/2015,12/31/2026,BRONX,NY,10465,64508789,2025-03-30T12:32:51.000,2025-03-31T08:28:52.000,Food Poisoning,1 or 2,815 HUTCHINSON RIVER PARKWAY,10465,ADDRESS,Closed,The Department of Health and Mental Hygiene has determined that the reported incident is isolated.  The establishment will be inspected according to its normal schedule for sanitary inspections.,6,0
2045271-DCA,SANA INTERIOR LLC,,BA-1528279-2022,Home Improvement Contractor,Premises,Active,11/03/2016,02/28/2027,BROOKLYN,NY,11235,64197548,2025-02-26T09:44:00.000,2025-02-27T14:00:00.000,Noise,Noise: Construction Equipment (NC1),3020 AVENUE Y,11235,ADDRESS,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",11,0
2074138-1-DCA,STEVEN DELI & GROCERY CORP,,BA-1528747-2022,Electronic Cigarette Dealer,Premises,Active,06/21/2018,11/30/2025,BRONX,NY,10454,64656987,2025-04-15T22:55:49.000,2025-04-16T01:42:36.000,Noise - Vehicle,Car/Truck Horn,325 CYPRESS AVENUE,10454,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2,3
1474597-DCA,SMART UNLIMITED WIRELESS CORP.,,BA-1529276-2022,Electronics Store,Premises,Active,09/27/2013,12/31/2026,BROOKLYN,NY,11226,64452793,2025-03-24T19:25:45.000,,Food Establishment,Food Contains Foreign Object,180 PARKSIDE AVENUE,11226,ADDRESS,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,3,0
1275442-DCA,RELIABLE DESIGN INC.,,BA-1529501-2022,Home Improvement Contractor,Premises,Active,10/05/2011,02/28/2027,STATEN ISLAND,NY,10309,,,,,,,,,,,0,1
2042393-DCA,T-MOBILE NORTHEAST LLC,T-Mobile 4110,BA-1530186-2022,Electronics Store,Premises,Active,08/12/2016,12/31/2026,NEW YORK,NY,10011,64307870,2025-03-10T20:37:30.000,2025-03-10T21:35:19.000,Illegal Parking,Blocked Bike Lane,66 9 AVENUE,10011,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,4,0
2031234-DCA,TOTAL FLOOR CARING INCORPORATED,,BA-1530372-2022,Home Improvement Contractor,Premises,Expired,12/09/2015,02/28/2023,BRONX,NY,10475,,,,,,,,,,,0,1
2007858-1703-DCA,"SANTANA, FRANCISCO",SANTANA'S GROCERY,BA-1530503-2022,Tobacco Retail Dealer,Premises,Expired,05/09/2014,12/31/2023,BRONX,NY,10457,64231062,2025-03-01T14:37:37.000,2025-03-01T21:43:06.000,Noise - Commercial,Loud Music/Party,1975 LAFONTAINE AVENUE,10457,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,5,0
2082619-DCA,SUPER ELITE PARKING INC,,BA-1530639-2022,Garage & Parking Lot,Premises,Out of Business,02/27/2019,03/31/2023,BRONX,NY,10454,64211514,2025-02-27T12:25:23.000,2025-03-12T21:25:34.000,PLUMBING,BATHTUB/SHOWER,331 EAST  132 STREET,10454,ADDRESS,Closed,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",57,0
1385176-DCA,Shahidul Islam,Kaas construction,BA-1531354-2022,Home Improvement Contractor,Premises,Expired,03/17/2011,02/28/2023,BROOKLYN,NY,11218,64585869,2025-04-07T02:23:01.000,2025-04-07T06:56:20.000,Illegal Parking,Paper License Plates,514 OCEAN PARKWAY,11218,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,1,2
2123726-DCWP,SP PLUS CORPORATION,,BA-1532649-2022,Garage & Parking Lot,Premises,Active,08/21/2024,03/31/2027,NEW YORK,NY,10152,64276112,2025-03-06T07:59:15.000,2025-03-06T10:05:30.000,Illegal Parking,Posted Parking Sign Violation,375 PARK AVENUE,11205,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,5,1
1325492-DCA,"THIRD AVENUE NORTH, LLC",,BA-1532975-2022,Garage & Parking Lot,Premises,Active,07/13/2009,03/31/2027,NEW YORK,NY,10035,64270687,2025-03-06T10:34:13.000,2025-03-28T23:52:16.000,Smoking or Vaping,Allowed in Smoke Free Area,181 EAST  119 STREET,10035,ADDRESS,Closed,"The NYC Health Department has responded to your service request. For inspection results, please call (212) 676-1600 or email infobfscs@health.nyc.gov to request an inspection report. This service request has been closed.",5,0
2073959-DCA,"RUSSELL CELLULAR, INC.",RUSSELL CELLULAR,BA-1533223-2022,Secondhand Dealer - General,Premises,Expired,06/20/2018,07/31/2023,BROOKLYN,NY,11234,64294514,2025-03-08T16:49:51.000,2025-03-08T19:49:16.000,Illegal Parking,Double Parked Blocking Traffic,5100 KINGS PLAZA,11234,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,7,2
2031524-DCA,T-MOBILE NORTHEAST LLC,,BA-1533227-2022,Secondhand Dealer - General,Premises,Ready for Renewal,12/18/2015,07/31/2025,NEW YORK,NY,10036,64204023,2025-02-27T11:12:12.000,,Taxi Complaint,Driver Complaint - Passenger,1535 BROADWAY,10036,ADDRESS,In Progress,,13,0
2064824-2-DCA,THE HIGH BRIDGE DELI AND GROCERY LIMITED LIABILITY COMPANY,,BA-1533502-2022,Tobacco Retail Dealer,Premises,Expired,01/11/2018,12/31/2022,BRONX,NY,10452,64576825,2025-04-06T16:38:28.000,2025-04-07T00:13:00.000,Noise - Street/Sidewalk,Loud Talking,1150 ANDERSON AVENUE,10452,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,4,0
2090510-2-DCA,VILARI DELI CORP,,BA-1533527-2022,Tobacco Retail Dealer,Premises,Expired,09/13/2019,12/31/2022,BRONX,NY,10452,64205613,2025-02-27T08:02:01.000,2025-02-27T08:14:30.000,Illegal Parking,Double Parked Blocking Traffic,125 MARCY PLACE,10452,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,17,1
2033061-DCA,SP PLUS CORPORATION,,BA-1534279-2022,Garage & Parking Lot,Premises,Voided,02/05/2016,03/31/2025,NEW YORK,NY,10016,64198051,2025-02-26T13:59:32.000,2025-02-26T14:02:21.000,Vendor Enforcement,Food Vendor,200 PARK AVENUE,10017,ADDRESS,Closed,,3,0
2092445-DCA,"T-Mobile Northeast, LLC",T-Mobile,BA-1534385-2022,Electronics Store,Premises,Active,11/22/2019,12/31/2026,NEW YORK,NY,10033,64193330,2025-02-25T23:05:00.000,2025-02-27T21:17:00.000,Noise,Noise: Construction Before/After Hours (NM1),4260 BROADWAY,10033,ADDRESS,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,14,0
1397001-DCA,RAZA CONTRACTING INC.,,BA-1534719-2022,Home Improvement Contractor,Premises,Active,06/17/2011,02/28/2027,BROOKLYN,NY,11214,64322777,2025-03-11T10:48:50.000,,WATER LEAK,SLOW LEAK,2313 BENSON AVENUE,11214,ADDRESS,Open,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,3,0
2074122-1-DCA,"SUPERIOR GOURMET MARKETPLACE, INC.",,BA-1534949-2022,Electronic Cigarette Dealer,Premises,Active,06/21/2018,11/30/2025,NEW YORK,NY,10018,64199532,2025-02-27T00:07:11.000,2025-02-27T00:09:14.000,Noise - Residential,Loud Music/Party,555 10 AVENUE,10018,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,8,0
2098308-DCA,THE PRO TEAM INC,,BA-1535226-2022,Electronic & Home Appliance Service Dealer,Premises,Active,04/07/2021,06/30/2026,STATEN ISLAND,NY,10306,,,,,,,,,,,0,1
0850818-DCA,"SAEED, IBRAHEM",IBRAHEM CONSTRUCTION,BA-1536013-2022,Home Improvement Contractor,Premises,Expired,06/26/2013,02/28/2023,BROOKLYN,NY,11223,64191724,2025-02-26T00:47:04.000,2025-02-26T02:03:28.000,Noise - Residential,Loud Music/Party,1640 OCEAN PARKWAY,11223,ADDRESS,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,48,18
2083392-DCA,"TRINIMEX CONSTRUCTION, CORP.",,BA-1536018-2022,Home Improvement Contractor,Premises,Active,03/19/2019,02/28/2027,BROOKLYN,NY,11230,64239904,2025-03-03T18:14:30.000,2025-03-03T20:14:21.000,Illegal Parking,Blocked Hydrant,909 EAST    5 STREET,11230,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,7,0
2062713-2-DCA,SUBHAN WHOLESALE & RETAIL INC.,,BA-1536231-2022,Tobacco Retail Dealer,Premises,Expired,12/07/2017,12/31/2024,NEW YORK,NY,10031,64313301,2025-03-10T13:27:09.000,2025-03-10T19:38:23.000,PLUMBING,RADIATOR,3501 BROADWAY,10031,ADDRESS,Closed,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,5,0
2059649-DCA,SMITH & LIVINGSTON PARKING LLC,,BA-1536578-2022,Garage & Parking Lot,Premises,Voided,10/19/2017,03/31/2025,BROOKLYN,NY,11201,64213401,2025-02-27T14:17:00.000,2025-02-27T14:19:00.000,Water System,Possible Water Main Break (Use Comments) (WA1),141 LIVINGSTON STREET,11201,ADDRESS,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,0
2062497-DCA,TONY WIRELESS SOLUTIONS CORP,,BA-1536659-2022,Electronic & Home Appliance Service Dealer,Premises,Active,12/05/2017,06/30/2026,NEW YORK,NY,10040,,,,,,,,,,,0,1
